transaction_id,customer_id,merchant_id,transaction_timestamp,amount_inr,currency,payment_channel,merchant_category,location,device_type,failed_attempts,risk_level,transaction_status,is_international,account_age_days,device_trust_score,is_fraud
TXN001207,CUST01902,MER0203,2026-08-11 22:42:00,1608.01,INR,Net Banking,Utilities,Kolkata,Laptop,0,Low,Pending,0,1643,1,0
TXN001208,CUST01424,MER0219,2026-01-25 14:15:00,3170.48,INR,Net Banking,Education,Pune,Mobile,0,Low,Approved,1,95,54,0
TXN001209,CUST01748,MER0316,2026-05-16 18:49:00,1786.11,INR,Wallet,Electronics,Bengaluru,Mobile,0,Low,Approved,0,3616,95,0
TXN001210,CUST01909,MER0005,2026-05-11 12:33:00,4692.32,INR,Net Banking,Food,Bengaluru,Mobile,1,Medium,Approved,0,2167,27,0
TXN001211,CUST02293,MER0292,2026-09-02 05:31:00,3106.07,INR,Wallet,Food,Chennai,Laptop,0,Low,Declined,1,2693,41,0
TXN001212,CUST01055,MER0038,2026-08-11 08:25:00,2347.88,INR,UPI,Electronics,Delhi,Tablet,0,Low,Approved,0,994,38,0
TXN001213,CUST01081,MER0009,2026-05-05 18:20:00,8730.68,INR,Card,Travel,Hyderabad,Tablet,1,Medium,Declined,0,1345,74,0
TXN001214,CUST01105,MER0052,2026-07-01 10:41:00,5525.49,INR,Card,Shopping,Hyderabad,Tablet,1,Low,Approved,0,1825,83,0
TXN001215,CUST01425,MER0099,2026-07-29 00:49:00,4990.08,INR,Wallet,Food,Pune,Laptop,0,Low,Approved,0,3279,42,0
TXN001216,CUST01563,MER0033,2026-04-19 01:09:00,6627.41,INR,Card,Utilities,Hyderabad,Mobile,0,Low,Approved,0,580,36,0
TXN001217,CUST02437,MER0201,2026-05-19 13:59:00,6067.7,INR,Net Banking,Utilities,Pune,Tablet,2,Medium,Approved,0,2776,51,0
TXN001218,CUST01070,MER0185,2026-08-06 05:57:00,16667.76,INR,Card,Food,Pune,Laptop,0,Medium,Declined,0,1589,74,0
TXN001219,CUST00556,MER0018,2026-07-01 01:39:00,3935.17,INR,Card,Food,Ahmedabad,Laptop,0,Low,Approved,0,751,25,0
TXN001220,CUST01624,MER0277,2026-01-21 09:41:00,2258.88,INR,UPI,Utilities,Pune,Tablet,0,Low,Approved,0,2900,92,0
TXN001221,CUST01996,MER0225,2026-07-28 07:01:00,4188.18,INR,UPI,Electronics,Chennai,Mobile,1,Medium,Approved,1,154,20,0
TXN001222,CUST01149,MER0217,2026-10-12 14:29:00,532.66,INR,Net Banking,Travel,Ahmedabad,Laptop,2,Low,Approved,1,2990,21,0
TXN001223,CUST01644,MER0294,2026-03-20 12:03:00,1467.33,INR,Card,Travel,Hyderabad,Mobile,0,Medium,Approved,0,90,2,0
TXN001224,CUST01496,MER0006,2026-11-15 14:33:00,1852.26,INR,Wallet,Travel,Ahmedabad,Tablet,0,Low,Approved,0,2499,86,0
TXN001225,CUST00709,MER0119,2026-07-08 02:23:00,6697.29,INR,Wallet,Travel,Delhi,Mobile,1,Low,Approved,0,888,83,0
TXN001226,CUST00068,MER0047,2026-11-27 18:03:00,864.68,INR,Card,Travel,Mumbai,Laptop,0,Low,Approved,1,214,75,0
TXN001227,CUST01067,MER0212,2026-03-19 02:13:00,2853.02,INR,Card,Food,Hyderabad,Laptop,0,Medium,Approved,0,1474,83,0
TXN005149,CUST00638,MER0163,2026-01-30 04:51:00,2418.65,INR,Net Banking,Electronics,Kolkata,Tablet,0,Medium,Approved,0,1155,65,0
TXN001229,CUST00764,MER0052,2026-04-05 15:45:00,1838.82,INR,UPI,Shopping,Hyderabad,Mobile,0,Medium,Approved,0,2175,74,0
TXN001230,CUST00205,MER0343,2026-02-23 20:05:00,3736.04,INR,Wallet,Education,Hyderabad,Laptop,0,Low,Approved,0,1194,54,0
TXN001231,CUST01304,MER0057,2026-12-26 17:07:00,4542.82,INR,UPI,Travel,Mumbai,Mobile,1,Medium,Approved,0,2017,33,0
TXN001232,CUST00592,MER0058,2026-10-01 13:29:00,5901.04,INR,Card,Electronics,Pune,Tablet,1,High,Approved,0,3322,3,0
TXN001233,CUST00801,MER0104,2026-07-31 02:18:00,8912.03,INR,Net Banking,Food,Ahmedabad,Mobile,4,Low,Approved,0,1249,95,0
TXN001234,CUST00043,MER0192,2026-10-02 21:41:00,3847.15,INR,Net Banking,Shopping,Pune,Mobile,1,Low,Approved,0,3228,35,0
TXN001235,CUST02449,MER0163,2026-10-29 13:10:00,3596.55,INR,Card,Food,Mumbai,Laptop,3,Medium,Approved,0,2040,82,0
TXN001236,CUST02224,MER0043,2026-04-14 05:26:00,6073.88,INR,Card,Shopping,Pune,Tablet,0,Low,Approved,0,2971,54,0
TXN001237,CUST02423,MER0163,2026-08-18 23:05:00,1785.08,INR,Wallet,Travel,Kolkata,Mobile,0,High,Approved,1,1898,99,0
TXN001238,CUST00176,MER0221,2026-10-02 12:15:00,13171.27,INR,UPI,Food,Chennai,Tablet,0,Medium,Pending,0,2107,38,0
TXN001239,CUST00166,MER0023,2026-07-18 12:13:00,5285.88,INR,Card,Healthcare,Mumbai,Mobile,0,Low,Approved,0,3355,29,0
TXN001240,CUST00462,MER0191,2026-04-22 21:17:00,2088.72,INR,Wallet,Utilities,Kolkata,Tablet,4,Medium,Approved,0,2046,10,0
TXN001241,CUST00548,MER0345,2026-01-01 16:46:00,5606.72,INR,UPI,Education,Kolkata,Mobile,0,High,Pending,0,2335,8,0
TXN001242,CUST01589,MER0327,2026-10-20 12:40:00,12169.82,INR,Net Banking,Education,Kolkata,Tablet,1,High,Approved,0,1274,41,0
TXN001243,CUST00594,MER0092,2026-02-24 16:31:00,1360.28,INR,Card,Travel,Hyderabad,Laptop,0,Medium,Pending,0,2827,24,1
TXN001244,CUST02094,MER0291,2026-03-23 11:53:00,1619.68,INR,UPI,Electronics,Ahmedabad,Mobile,0,Low,Approved,0,3381,15,0
TXN001245,CUST00816,MER0057,2026-01-15 11:49:00,4996.88,INR,UPI,Travel,Kolkata,Laptop,1,Medium,Approved,0,1679,68,0
TXN001246,CUST00793,MER0279,2026-10-16 09:07:00,5063.76,INR,Card,Education,Bengaluru,Mobile,0,Low,Approved,0,1318,26,0
TXN001247,CUST01456,MER0284,2026-04-28 20:20:00,2675.56,INR,Wallet,Education,Mumbai,Tablet,0,Medium,Approved,0,3189,31,0
TXN001248,CUST01000,MER0117,2026-05-10 02:43:00,4327.94,INR,Card,Education,Kolkata,Tablet,0,Low,Approved,0,3235,21,0
TXN001249,CUST01649,MER0091,2026-10-17 13:25:00,2136.56,INR,Wallet,Shopping,Delhi,Laptop,0,Medium,Declined,0,2262,81,0
TXN001250,CUST00917,MER0179,2026-05-17 01:10:00,3677.92,INR,Wallet,Healthcare,Bengaluru,Tablet,3,Low,Approved,0,1954,20,1
TXN001251,CUST01517,MER0298,2026-05-02 15:22:00,5953.92,INR,UPI,Healthcare,Bengaluru,Tablet,3,Low,Approved,0,3331,13,0
TXN001252,CUST00454,MER0181,2026-11-02 02:32:00,10306.58,INR,Card,Utilities,Chennai,Laptop,0,Low,Declined,0,2707,53,0
TXN001253,CUST01575,MER0088,2026-09-15 16:53:00,11799.28,INR,UPI,Travel,Pune,Laptop,1,Low,Approved,0,837,90,0
TXN001254,CUST00037,MER0228,2026-08-05 21:30:00,3730.37,INR,Card,Utilities,Hyderabad,Laptop,4,Low,Approved,0,1099,29,0
TXN001255,CUST01985,MER0012,2026-01-03 19:14:00,933.09,INR,Wallet,Food,Ahmedabad,Laptop,0,Medium,Declined,1,2291,39,1
TXN001256,CUST02065,MER0155,2026-03-23 22:51:00,5433.91,INR,Wallet,Electronics,Delhi,Laptop,0,Low,Approved,0,3437,66,0
TXN001257,CUST02394,MER0274,2026-01-21 08:32:00,9753.49,INR,Net Banking,Food,Pune,Mobile,0,Low,Approved,0,3246,69,0
TXN001258,CUST00129,MER0084,2026-10-18 03:47:00,5940.13,INR,Card,Electronics,Hyderabad,Laptop,0,Low,Declined,0,1640,22,0
TXN001259,CUST00428,MER0114,2026-01-01 09:31:00,4264.88,INR,Card,Education,Hyderabad,Laptop,2,Low,Approved,0,1977,69,0
TXN001260,CUST00435,MER0284,2026-09-11 03:19:00,10122.57,INR,Wallet,Education,Delhi,Mobile,1,Low,Approved,0,612,34,0
TXN001261,CUST01652,MER0053,2026-09-17 03:38:00,3220.84,INR,Card,Shopping,Pune,Laptop,0,High,Approved,0,1200,6,0
TXN001262,CUST01770,MER0230,2026-02-07 17:01:00,1633.39,INR,Wallet,Healthcare,Hyderabad,Tablet,2,Low,Pending,1,485,86,0
TXN001263,CUST01242,MER0130,2026-04-06 18:35:00,4628.72,INR,UPI,Unknown,Ahmedabad,Laptop,0,Low,Declined,0,2725,7,0
TXN001264,CUST00581,MER0065,2026-03-27 01:44:00,1134.43,INR,Net Banking,Food,Kolkata,Laptop,0,Low,Approved,0,561,22,0
TXN001265,CUST01208,MER0226,2026-01-22 09:47:00,3189.9,INR,Net Banking,Electronics,Chennai,Laptop,4,Low,Pending,0,1593,78,1
TXN001266,CUST00950,MER0274,2026-06-14 00:04:00,865.16,INR,Net Banking,Shopping,Ahmedabad,Mobile,0,Low,Approved,0,562,56,0
TXN001267,CUST01616,MER0066,2026-05-15 14:13:00,5577.3,INR,UPI,Education,Bengaluru,Tablet,0,Low,Approved,0,3192,77,0
TXN001268,CUST02235,MER0127,2026-09-10 07:36:00,20218.91,INR,Net Banking,Healthcare,Pune,Tablet,1,Low,Approved,0,1331,21,0
TXN001269,CUST00474,MER0258,2026-08-27 14:49:00,4347.12,INR,Wallet,Food,Bengaluru,Laptop,1,Low,Approved,0,273,92,0
TXN001270,CUST01259,MER0138,2026-12-10 10:05:00,13212.37,INR,Card,Education,Pune,Tablet,1,Low,Approved,0,880,77,0
TXN001271,CUST01890,MER0061,2026-09-17 12:39:00,1434.11,INR,Net Banking,Healthcare,Ahmedabad,Mobile,0,Low,Approved,0,1065,94,0
TXN001272,CUST02171,MER0112,2026-11-03 18:29:00,7588.48,INR,UPI,Education,Bengaluru,Tablet,0,Low,Approved,0,824,69,0
TXN001273,CUST00718,MER0286,2026-02-19 17:55:00,48060.86,INR,Net Banking,Education,Mumbai,Laptop,5,Low,Approved,0,2226,5,0
TXN001274,CUST00872,MER0168,2026-06-14 21:05:00,3168.45,INR,Wallet,Education,Hyderabad,Mobile,0,Low,Approved,0,2097,57,0
TXN001275,CUST01814,MER0194,2026-04-29 09:23:00,1345.56,INR,Wallet,Utilities,Unknown,Laptop,0,Low,Approved,0,920,49,0
TXN001276,CUST01399,MER0027,2026-01-22 02:41:00,2520.98,INR,UPI,Shopping,Hyderabad,Tablet,1,Low,Approved,0,2440,81,0
TXN001277,CUST00349,MER0277,2026-10-26 06:15:00,3394.51,INR,Net Banking,Food,Mumbai,Tablet,0,Low,Approved,0,1208,88,0
TXN001278,CUST01519,MER0225,2026-05-05 07:08:00,7400.77,INR,Net Banking,Education,Ahmedabad,Laptop,0,Low,Approved,0,2602,86,0
TXN001279,CUST02392,MER0237,2026-02-23 20:52:00,2298.34,INR,Card,Food,Unknown,Tablet,4,Medium,Approved,0,2493,76,1
TXN001280,CUST01076,MER0169,2026-03-14 00:04:00,3372.89,INR,Net Banking,Education,Delhi,Laptop,0,High,Declined,0,2034,75,0
TXN001281,CUST00468,MER0042,2026-06-28 22:59:00,2013.68,INR,Wallet,Education,Bengaluru,Laptop,0,Medium,Approved,0,1379,44,0
TXN001282,CUST00432,MER0228,2026-12-07 19:04:00,12742.48,INR,UPI,Food,Pune,Mobile,2,Low,Approved,0,2295,74,0
TXN001283,CUST02067,MER0276,2026-01-16 01:11:00,16198.84,INR,Wallet,Healthcare,Hyderabad,Tablet,0,Medium,Approved,0,1305,12,0
TXN001284,CUST00515,MER0294,2026-12-12 09:10:00,5463.59,INR,Net Banking,Travel,Pune,Laptop,0,Low,Approved,0,497,2,0
TXN001285,CUST00504,MER0022,2026-07-26 08:53:00,2832.01,INR,Net Banking,Shopping,Mumbai,Laptop,1,Low,Approved,0,870,69,0
TXN001286,CUST01802,MER0041,2026-06-08 00:55:00,1711.7,INR,Net Banking,Utilities,Kolkata,Tablet,2,Medium,Approved,0,1005,49,0
TXN001287,CUST01763,MER0047,2026-09-25 00:51:00,1357.45,INR,Net Banking,Electronics,Delhi,Mobile,1,Low,Declined,0,2666,70,0
TXN001288,CUST00415,MER0195,2026-07-31 07:12:00,2788.87,INR,Card,Electronics,Hyderabad,Tablet,1,Low,Declined,0,549,46,0
TXN001289,CUST01550,MER0210,2026-01-04 09:53:00,11317.64,INR,Net Banking,Travel,Chennai,Mobile,0,Medium,Approved,0,2135,21,0
TXN001290,CUST01892,MER0166,2026-05-30 02:03:00,6650.94,INR,Net Banking,Utilities,Chennai,Laptop,2,Low,Pending,0,3393,10,1
TXN001291,CUST00551,MER0261,2026-03-16 14:25:00,3940.39,INR,Net Banking,Healthcare,Chennai,Tablet,5,Low,Approved,0,1109,19,0
TXN001292,CUST00184,MER0215,2026-12-27 15:56:00,4023.85,INR,Wallet,Food,Hyderabad,Tablet,1,Low,Approved,0,712,3,0
TXN001293,CUST01437,MER0058,2026-06-22 16:08:00,5303.76,INR,Net Banking,Utilities,Ahmedabad,Mobile,4,Low,Approved,0,3465,98,0
TXN001294,CUST00433,MER0197,2026-07-17 07:52:00,1984.88,INR,UPI,Travel,Chennai,Mobile,0,Low,Pending,1,2420,71,0
TXN001295,CUST02098,MER0114,2026-06-20 10:04:00,3772.26,INR,Card,Electronics,Chennai,Laptop,0,Low,Approved,0,1842,57,0
TXN001296,CUST02100,MER0327,2026-11-02 04:50:00,2268.83,INR,UPI,Travel,Mumbai,Laptop,0,Low,Approved,0,546,15,0
TXN001297,CUST01145,MER0034,2026-01-15 07:56:00,2377.79,INR,UPI,Healthcare,Ahmedabad,Tablet,0,Low,Approved,0,2424,58,0
TXN001298,CUST00309,MER0031,2026-12-18 12:09:00,1696.0,INR,Net Banking,Shopping,Mumbai,Mobile,0,Medium,Approved,0,3075,100,0
TXN001299,CUST00839,MER0094,2026-05-10 05:16:00,7781.1,INR,Net Banking,Shopping,Ahmedabad,Laptop,0,Low,Approved,0,3250,33,0
TXN001300,CUST02186,MER0319,2026-02-07 14:05:00,2398.49,INR,UPI,Travel,Chennai,Laptop,3,Low,Approved,0,2154,28,0
TXN001301,CUST00230,MER0078,2026-01-26 14:15:00,5158.62,INR,UPI,Utilities,Pune,Mobile,0,Low,Approved,0,1602,52,0
TXN001302,CUST01905,MER0244,2026-08-16 21:52:00,3149.85,INR,UPI,Shopping,Bengaluru,Laptop,1,Medium,Approved,0,997,70,0
TXN001303,CUST00142,MER0336,2026-11-25 18:01:00,16640.77,INR,Card,Travel,Bengaluru,Mobile,0,Low,Approved,0,837,28,0
TXN001304,CUST00492,MER0013,2026-07-04 20:58:00,3036.66,INR,Net Banking,Education,Chennai,Tablet,0,Low,Approved,0,1670,84,0
TXN001305,CUST00593,MER0116,2026-08-08 13:41:00,13192.04,INR,Net Banking,Education,Mumbai,Mobile,0,Medium,Pending,0,1477,32,0
TXN001306,CUST00070,MER0299,2026-07-17 18:30:00,2716.83,INR,Net Banking,Healthcare,Ahmedabad,Laptop,1,Low,Declined,0,3619,19,0
TXN001307,CUST00535,MER0241,2026-10-25 19:21:00,4516.65,INR,UPI,Healthcare,Ahmedabad,Tablet,0,Low,Approved,0,3352,46,0
TXN001308,CUST02213,MER0180,2026-03-23 12:24:00,61579.4,INR,Wallet,Shopping,Mumbai,Mobile,1,Low,Approved,0,436,45,0
TXN001309,CUST01170,MER0311,2026-10-29 04:36:00,7286.85,INR,Net Banking,Electronics,Kolkata,Tablet,0,Low,Pending,0,2763,70,0
TXN001310,CUST00097,MER0262,2026-06-18 00:08:00,1858.98,INR,Wallet,Education,Bengaluru,Tablet,0,Low,Approved,0,449,68,0
TXN001311,CUST02168,MER0104,2026-10-14 04:50:00,3513.34,INR,Card,Education,Delhi,Laptop,1,Low,Approved,0,944,39,0
TXN001312,CUST02162,MER0211,2026-08-20 23:15:00,2001.57,INR,Net Banking,Electronics,Mumbai,Mobile,0,Low,Approved,1,2927,65,0
TXN001313,CUST00853,MER0112,2026-01-02 10:34:00,731.22,INR,UPI,Shopping,Hyderabad,Tablet,1,Medium,Approved,0,2126,2,0
TXN001314,CUST02115,MER0267,2026-03-07 12:32:00,19323.74,INR,UPI,Food,Bengaluru,Laptop,5,Low,Approved,0,3270,76,0
TXN001315,CUST00569,MER0254,2026-05-27 18:11:00,8150.31,INR,Wallet,Healthcare,Ahmedabad,Tablet,0,Low,Approved,0,2935,95,0
TXN001316,CUST02244,MER0218,2026-12-16 13:06:00,2550.98,INR,Net Banking,Electronics,Delhi,Mobile,1,Low,Declined,0,208,11,0
TXN001317,CUST00397,MER0126,2026-11-21 12:38:00,8848.05,INR,UPI,Shopping,Bengaluru,Laptop,1,Low,Approved,0,379,29,0
TXN001318,CUST00615,MER0010,2026-05-18 16:58:00,4137.56,INR,Net Banking,Education,Hyderabad,Mobile,0,Medium,Approved,0,1487,98,0
TXN001319,CUST01026,MER0146,2026-07-19 00:55:00,6187.26,INR,Wallet,Electronics,Ahmedabad,Mobile,0,Low,Approved,0,2934,49,0
TXN001320,CUST00912,MER0263,2026-11-22 07:19:00,16981.83,INR,Net Banking,Shopping,Mumbai,Laptop,0,Low,Approved,0,577,65,0
TXN001321,CUST01469,MER0327,2026-05-21 06:51:00,501.13,INR,Wallet,Food,Mumbai,Mobile,0,Low,Approved,0,1411,18,0
TXN001322,CUST01360,MER0055,2026-03-26 14:39:00,1342.49,INR,Wallet,Shopping,Mumbai,Tablet,0,High,Approved,0,1341,99,0
TXN001323,CUST00524,MER0288,2026-06-26 10:33:00,1016.84,INR,Card,Electronics,Bengaluru,Mobile,0,Low,Approved,0,368,55,0
TXN001324,CUST00282,MER0180,2026-03-07 05:22:00,5622.77,INR,Card,Shopping,Chennai,Tablet,5,Medium,Approved,0,2930,95,0
TXN001325,CUST01060,MER0160,2026-10-06 01:03:00,3620.15,INR,UPI,Food,Mumbai,Mobile,1,Low,Declined,0,1802,99,0
TXN001326,CUST00029,MER0188,2026-12-30 12:30:00,1187.34,INR,Card,Healthcare,Chennai,Laptop,0,Low,Approved,1,3463,14,0
TXN001327,CUST01302,MER0052,2026-04-02 21:48:00,1517.28,INR,Wallet,Healthcare,Mumbai,Laptop,0,Low,Approved,0,1856,53,0
TXN001328,CUST00626,MER0067,2026-07-21 00:31:00,3982.45,INR,UPI,Utilities,Ahmedabad,Laptop,1,High,Approved,0,3492,45,0
TXN001329,CUST02369,MER0031,2026-06-01 05:42:00,4022.36,INR,Net Banking,Shopping,Hyderabad,Laptop,2,Low,Approved,0,446,60,0
TXN001330,CUST01260,MER0028,2026-08-12 17:22:00,1881.27,INR,Wallet,Healthcare,Kolkata,Tablet,5,Medium,Declined,1,625,17,1
TXN001331,CUST01462,MER0132,2026-05-06 07:05:00,1690.6,INR,UPI,Electronics,Chennai,Laptop,1,High,Approved,0,2633,78,0
TXN001332,CUST00602,MER0238,2026-07-01 08:56:00,5609.22,INR,UPI,Education,Kolkata,Mobile,1,Medium,Approved,0,1257,26,0
TXN001333,CUST01136,MER0301,2026-11-02 16:06:00,12383.62,INR,UPI,Electronics,Kolkata,Laptop,0,Low,Approved,0,3548,23,0
TXN001334,CUST01274,MER0101,2026-07-23 03:16:00,2844.31,INR,UPI,Education,Mumbai,Mobile,0,Medium,Declined,0,3536,12,0
TXN001335,CUST00412,MER0329,2026-10-08 09:14:00,5013.8,INR,UPI,Shopping,Delhi,Mobile,1,Low,Approved,1,256,55,1
TXN001336,CUST00367,MER0142,2026-01-24 14:49:00,1244.68,INR,UPI,Travel,Chennai,Laptop,1,High,Approved,0,3332,78,0
TXN001337,CUST01590,MER0080,2026-09-16 08:12:00,8775.64,INR,UPI,Healthcare,Chennai,Mobile,0,Low,Approved,0,2384,54,0
TXN001338,CUST00316,MER0106,2026-11-15 14:43:00,14533.25,INR,Net Banking,Travel,Pune,Tablet,2,Medium,Approved,0,679,47,0
TXN001339,CUST02453,MER0029,2026-06-15 01:49:00,4729.31,INR,Wallet,Shopping,Kolkata,Mobile,2,Medium,Approved,0,1748,1,0
TXN001340,CUST02409,MER0325,2026-10-07 18:20:00,4974.6,INR,Net Banking,Electronics,Ahmedabad,Mobile,1,Low,Declined,1,2194,20,1
TXN001341,CUST01175,MER0281,2026-01-11 20:49:00,2686.85,INR,Net Banking,Education,Pune,Laptop,0,Low,Approved,0,3552,14,0
TXN001342,CUST00156,MER0197,2026-10-06 11:23:00,532.4,INR,Net Banking,Education,Ahmedabad,Laptop,0,High,Approved,0,1632,24,1
TXN001343,CUST01494,MER0073,2026-03-07 03:07:00,5502.56,INR,Net Banking,Shopping,Bengaluru,Laptop,0,Medium,Pending,0,1222,32,0
TXN001344,CUST00642,MER0145,2026-06-04 06:53:00,8080.37,INR,UPI,Utilities,Delhi,Tablet,0,Medium,Approved,1,561,84,0
TXN001345,CUST00306,MER0008,2026-08-19 09:21:00,10334.13,INR,Card,Shopping,Mumbai,Mobile,0,Low,Approved,0,1509,14,0
TXN001346,CUST01004,MER0119,2026-08-29 07:04:00,1920.67,INR,Card,Food,Bengaluru,Mobile,1,High,Approved,0,13,50,0
TXN001347,CUST01739,MER0063,2026-08-22 01:24:00,1898.58,INR,Wallet,Travel,Pune,Laptop,0,Low,Approved,1,3050,63,0
TXN001348,CUST00960,MER0304,2026-09-28 23:11:00,6736.52,INR,Wallet,Utilities,Bengaluru,Laptop,2,Medium,Approved,0,1484,64,0
TXN001349,CUST01515,MER0144,2026-11-04 21:51:00,4321.03,INR,Wallet,Electronics,Mumbai,Mobile,1,Low,Approved,0,1467,38,0
TXN001350,CUST01969,MER0273,2026-06-17 09:26:00,1240.4,INR,Wallet,Healthcare,Hyderabad,Mobile,0,Low,Approved,0,401,16,0
TXN001351,CUST01236,MER0258,2026-08-25 03:51:00,2527.85,INR,Wallet,Healthcare,Mumbai,Laptop,0,Low,Approved,0,205,57,0
TXN001352,CUST00762,MER0285,2026-08-07 15:22:00,1911.3,INR,UPI,Electronics,Kolkata,Laptop,1,Low,Declined,0,1027,52,0
TXN001353,CUST01386,MER0107,2026-10-19 22:00:00,1735.74,INR,Wallet,Electronics,Mumbai,Laptop,1,Low,Approved,0,2473,9,0
TXN001354,CUST00124,MER0135,2026-10-14 10:53:00,9975.38,INR,Card,Travel,Hyderabad,Tablet,0,Low,Approved,0,1371,7,0
TXN001355,CUST00594,MER0243,2026-05-26 15:30:00,6288.34,INR,Wallet,Healthcare,Bengaluru,Laptop,0,Medium,Approved,0,2442,68,0
TXN001356,CUST00237,MER0243,2026-12-31 05:28:00,3167.55,INR,Wallet,Electronics,Pune,Laptop,0,Medium,Approved,0,1044,84,0
TXN001357,CUST01954,MER0108,2026-10-21 01:10:00,12540.94,INR,Card,Electronics,Delhi,Mobile,2,Low,Approved,0,245,68,0
TXN001358,CUST02008,MER0219,2026-03-29 21:14:00,965.44,INR,Wallet,Shopping,Kolkata,Mobile,0,Medium,Approved,0,235,10,0
TXN001359,CUST00425,MER0218,2026-01-06 17:25:00,2800.06,INR,Card,Utilities,Mumbai,Mobile,2,Medium,Approved,0,122,71,0
TXN001360,CUST01846,MER0238,2026-01-15 01:45:00,7318.25,INR,Card,Education,Bengaluru,Laptop,0,Medium,Declined,0,795,10,1
TXN001361,CUST02366,MER0115,2026-03-24 09:07:00,2490.49,INR,Wallet,Travel,Chennai,Laptop,0,Low,Approved,0,1775,24,0
TXN001362,CUST01433,MER0316,2026-08-25 16:39:00,1441.89,INR,UPI,Healthcare,Delhi,Tablet,1,High,Approved,0,2477,42,0
TXN001363,CUST01588,MER0114,2026-09-11 10:49:00,3409.16,INR,UPI,Food,Kolkata,Mobile,1,Low,Approved,0,514,12,0
TXN001364,CUST01245,MER0183,2026-05-30 13:46:00,6516.44,INR,Wallet,Food,Pune,Mobile,1,Medium,Approved,0,1855,59,0
TXN001365,CUST01691,MER0012,2026-05-04 12:46:00,3707.83,INR,UPI,Utilities,Hyderabad,Tablet,0,Medium,Approved,0,2929,96,0
TXN001366,CUST01226,MER0122,2026-01-24 17:16:00,6646.5,INR,Net Banking,Food,Hyderabad,Tablet,0,High,Declined,0,923,24,0
TXN001367,CUST01358,MER0177,2026-02-13 05:43:00,2331.35,INR,UPI,Utilities,Delhi,Laptop,4,Low,Pending,0,1162,9,1
TXN001368,CUST00794,MER0126,2026-05-21 08:31:00,1860.84,INR,Card,Food,Delhi,Laptop,0,Low,Approved,0,669,72,0
TXN001369,CUST00236,MER0228,2026-08-31 17:32:00,2321.99,INR,Wallet,Food,Mumbai,Mobile,4,Low,Declined,0,483,35,0
TXN001370,CUST00061,MER0197,2026-05-13 17:05:00,11358.72,INR,Net Banking,Healthcare,Bengaluru,Tablet,0,Low,Approved,0,833,76,0
TXN001371,CUST01735,MER0141,2026-12-11 18:10:00,3087.51,INR,Net Banking,Travel,Kolkata,Laptop,0,High,Approved,0,1570,30,0
TXN001372,CUST02184,MER0138,2026-08-18 16:06:00,9810.31,INR,Card,Food,Hyderabad,Mobile,0,Low,Declined,0,681,4,1
TXN001373,CUST00431,MER0154,2026-06-23 03:12:00,8213.56,INR,UPI,Utilities,Ahmedabad,Laptop,0,Medium,Approved,0,2422,93,0
TXN001374,CUST00383,MER0257,2026-06-22 01:03:00,1360.7,INR,Net Banking,Healthcare,Pune,Tablet,5,Low,Approved,0,2211,95,0
TXN001375,CUST02019,MER0325,2026-10-06 07:29:00,6008.29,INR,Card,Travel,Delhi,Mobile,4,Medium,Approved,0,2413,70,0
TXN001376,CUST02224,MER0341,2026-07-31 01:15:00,4152.27,INR,Wallet,Food,Hyderabad,Tablet,0,Low,Approved,0,1367,8,0
TXN001377,CUST01314,MER0224,2026-12-14 22:36:00,6974.46,INR,Card,Electronics,Mumbai,Mobile,0,Medium,Pending,0,3030,95,0
TXN001378,CUST01307,MER0192,2026-02-28 08:46:00,3071.07,INR,Wallet,Travel,Mumbai,Mobile,1,Low,Declined,0,752,40,0
TXN001379,CUST01832,MER0089,2026-10-27 10:03:00,661.2,INR,Card,Utilities,Chennai,Mobile,1,Medium,Pending,0,2647,22,0
TXN001380,CUST02434,MER0006,2026-01-10 18:57:00,6744.29,INR,Wallet,Electronics,Mumbai,Tablet,0,Low,Approved,1,1817,12,0
TXN001381,CUST00949,MER0315,2026-02-24 12:28:00,4476.49,INR,UPI,Healthcare,Bengaluru,Tablet,0,Low,Approved,0,900,37,0
TXN001382,CUST00911,MER0196,2026-01-05 05:10:00,8362.28,INR,UPI,Electronics,Hyderabad,Tablet,0,Low,Declined,0,589,60,0
TXN001383,CUST00225,MER0243,2026-11-14 10:22:00,5122.05,INR,Card,Electronics,Chennai,Mobile,0,Low,Approved,0,2903,88,0
TXN001384,CUST00601,MER0115,2026-03-23 01:31:00,4175.05,INR,Card,Education,Delhi,Laptop,0,Low,Approved,0,470,12,0
TXN001385,CUST00407,MER0200,2026-09-12 02:37:00,19229.39,INR,Net Banking,Education,Chennai,Mobile,0,Low,Declined,0,3068,56,0
TXN001386,CUST00130,MER0217,2026-06-01 18:32:00,1504.41,INR,Net Banking,Utilities,Chennai,Mobile,3,Low,Declined,0,2555,62,0
TXN001387,CUST02026,MER0318,2026-05-18 11:16:00,8563.0,INR,Card,Food,Mumbai,Mobile,2,High,Pending,0,3614,71,0
TXN001388,CUST01415,MER0220,2026-09-02 02:45:00,4267.05,INR,Card,Utilities,Kolkata,Tablet,0,Low,Approved,0,1047,99,0
TXN001389,CUST02292,MER0291,2026-01-31 04:36:00,2721.34,INR,Net Banking,Healthcare,Ahmedabad,Mobile,0,Low,Approved,0,811,49,0
